fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"487","483",EPSG:4326,30.8023978134312,50.915037584709,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,345521.414197717,5642676.88558856,27,345525,5642670,27,24.5,20,80.5,47.5,197.5,22.5,0.37081104516983,-0.258377924561501,-0.602512955665588
"488","484",EPSG:4326,31.2122602386981,51.0040822020843,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374570.242718517,5651799.89406034,30.3333333333333,374575,5651795,30.3333333333333,28,25.6666666666667,89.3333333333333,54.6666666666667,198,29.3333333333333,0.379838138818741,-0.240323712428411,-0.553401311238607
"489","485",EPSG:4326,31.1101663580858,50.9728499321777,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367318.71384136,5648505.85575577,41.5,367320,5648505,41.5,43,50,78.5,99.5,199.5,84,0.558838397264481,0.117676772177219,-0.222706899046898
"490","486",EPSG:4326,31.1649339814615,51.1049945252629,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371529.613061633,5663102.23613626,28.5,371535,5663100,28.5,25,21,60.5,45.5,197.5,26,0.429322645068169,-0.141354724764824,-0.484036147594452
"491","487",EPSG:4326,31.1221617807502,51.1010247465809,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,368524.15156594,5662736.35744518,25,368520,5662740,25,20.25,15.25,54,30,197.75,14,0.356828555464745,-0.286342900246382,-0.559627324342728
"492","488",EPSG:4326,31.0579999930446,51.0030158220769,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363744.877445843,5651955.18024512,24,363750,5651955,24,18.5,14,57,27,196.5,10.5,0.321474134922028,-0.357051745057106,-0.605555564165115
"493","489",EPSG:4326,30.9067851303921,50.9072165554429,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,352833.878948921,5641593.93680836,29.75,352830,5641590,29.75,27.75,24.75,73.75,59,200.25,35,0.444433465600014,-0.111133076250553,-0.497474744915962
"494","490",EPSG:4326,30.9607037420527,51.0896779351527,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357185.758450395,5661775.52431265,36.3333333333333,357185,5661775,36.3333333333333,34.6666666666667,29.3333333333333,83.3333333333333,60.6666666666667,198,32.3333333333333,0.421425729990005,-0.157148530085882,-0.484482099612554
"495","491",EPSG:4326,31.0758880285238,51.0440894170572,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365119.119917076,5656489.28353443,27.6666666666667,365125,5656495,27.6666666666667,22.3333333333333,18.6666666666667,46.6666666666667,38,200.666666666667,22.6666666666667,0.441821922858556,-0.116356178497275,-0.431018521388372
"496","492",EPSG:4326,31.064174678456,50.9216234648594,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363940.48224352,5642893.7674506,30,363930,5642895,30,27.5,26.5,79.5,56.5,196.5,34.5,0.415441170334816,-0.169117651879787,-0.5
"497","493",EPSG:4326,30.9812992456694,51.1790955063602,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,2010-2011,2010-2011,358900.825514955,5671678.26130307,30,358905,5671680,30,25,18,52.5,25,199,13,0.32268425822258,-0.354631513357162,-0.484983772039413
"498","494",EPSG:4326,30.8228839637573,51.2078372225345,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,347923.996463943,5675190.0447148,26.5,347925,5675190,26.5,24,21,62,52,204,27.5,0.456175461411476,-0.0876490958034992,-0.493902444839478
"499","495",EPSG:4326,31.0293025625915,51.1204023262268,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,362080.896287649,5665060.97284383,26,362075,5665055,26,24,16,102.666666666667,47.3333333333333,196,19.6666666666667,0.315628041823705,-0.36874391635259,-0.729947368303935
"500","496",EPSG:4326,30.9933952131332,51.0651709070085,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,359400.703910734,5658987.64529205,29.25,359400,5658990,29.25,26.75,24.5,54.5,61,206,38.25,0.528148427605629,0.0562968519516289,-0.379551991820335
"501","497",EPSG:4326,31.0519433879358,51.2309395399058,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363990.978501047,5677309.7898794,26,363990,5677305,26,20.5,14,75,29.5,196,11,0.282343789935112,-0.435312449932098,-0.685234308242798
"502","498",EPSG:4326,30.7627354430775,51.13620480026,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,343480.545444664,5667351.50873281,24,343475,5667355,24,20.6666666666667,14.3333333333333,80.3333333333333,38,195.666666666667,14.3333333333333,0.321195155382156,-0.35760971903801,-0.697005271911621
"503","499",EPSG:4326,31.1460558016296,51.0889991025282,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370163.272983665,5661356.77426538,40,370165,5661355,40,40.3333333333333,40.3333333333333,83.6666666666667,73,199,54.6666666666667,0.464809626340866,-0.0703807597359021,-0.349350363016129
"504","500",EPSG:4326,31.0745575868264,51.0623069105086,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365078.824511285,5658517.35423704,25.3333333333333,365075,5658515,25.3333333333333,20,15.3333333333333,50.3333333333333,27.6666666666667,198.666666666667,13.6666666666667,0.354745835065842,-0.290508329868317,-0.532880107561747
"505","501",EPSG:4326,30.775937002318,50.9503951057638,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,343780.102845191,5646663.85525828,30.5,343785,5646660,30.5,25.5,19.5,52.5,26,202,13.5,0.331142485141754,-0.337715029716492,-0.45833332836628
"506","502",EPSG:4326,31.0933432642941,50.9995808574083,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,366214.568652279,5651508.49613047,26.5,366210,5651505,26.5,24,20.5,63.5,53,201.5,30,0.454789981245995,-0.0904200449585915,-0.511904776096344
"507","503",EPSG:4326,31.2005246076569,51.1930156253372,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,374260.559480401,5672828.21724614,27.6666666666667,374255,5672825,27.6666666666667,26,21.3333333333333,76.6666666666667,48,199,26.3333333333333,0.385115802288055,-0.229768415292104,-0.564822693665822
"508","504",EPSG:4326,30.9089187867912,51.0396893073384,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,353401.672110685,5656319.06312695,31,353400,5656320,31,29.25,24.25,85.75,57.75,197,27.75,0.404627673327923,-0.190744649618864,-0.55557007342577
"509","505",EPSG:4326,30.925965954514,50.9370654938719,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,later,later,354275.592521911,5644874.68690527,32,354270,5644875,32,31,29,65.5,53.5,202.5,39,0.449505656957626,-0.100988700985909,-0.38633818924427
"510","506",EPSG:4326,30.9312762080257,50.9433549734763,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,354668.279191231,5645563.52310302,28,354660,5645565,28,25.5,21,70.5,52.5,202,27.5,0.426829278469086,-0.14634146541357,-0.540969908237457
"511","507",EPSG:4326,30.9328891049804,51.0955186925914,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,355256.284768176,5662479.29423131,25.6666666666667,355255,5662475,25.6666666666667,24.3333333333333,18.3333333333333,87,50.6666666666667,201,25,0.368441939353943,-0.263116106390953,-0.651466230551402
"512","508",EPSG:4326,31.128688138898,50.932362612369,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368504.764413675,5643970.87681834,32.5,368505,5643960,32.5,29.5,22.5,73,52.5,201.5,30.5,0.419587105512619,-0.160825792700052,-0.52588677406311
"513","509",EPSG:4326,31.059641715331,51.1776568183304,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,364371.97520675,5671370.84519168,24,364375,5671375,24,19,14.3333333333333,50.3333333333333,27,196.333333333333,13.6666666666667,0.349150856335958,-0.301698297262192,-0.55673078695933
"514","510",EPSG:4326,30.7804732008965,51.0931920801563,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,344577.06658105,5662531.40034513,26.25,344580,5662530,26.25,21.25,17,51.5,30.5,197.75,15.25,0.371714398264885,-0.25657119601965,-0.50392097979784
"515","511",EPSG:4326,30.8768637345252,51.1405259996396,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351478.056879062,5667595.32557253,25.25,351480,5667600,25.25,20,14.75,54,26.25,197.5,12,0.327735610306263,-0.344528757035732,-0.56942293047905
"516","512",EPSG:4326,30.7819385258628,50.9366469467837,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,344155.636586074,5645122.56231454,32,344155,5645125,32,28.3333333333333,27.3333333333333,60.3333333333333,58,206,40.3333333333333,0.490071584781011,-0.0198568574463328,-0.376547366380692
"517","513",EPSG:4326,31.146872824096,51.0681472036894,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370162.123477206,5659036.74674802,34.5,370170,5659035,34.5,34.5,39,70.5,81.5,204,66,0.536184221506119,0.0723684206604958,-0.287656381726265
"518","514",EPSG:4326,30.8738329742598,51.1898443838314,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351424.649792318,5673085.19239401,26.3333333333333,351425,5673085,26.3333333333333,21.3333333333333,16.3333333333333,53.6666666666667,28.3333333333333,198,13.3333333333333,0.345563530921936,-0.308872958024343,-0.533278107643127
"519","515",EPSG:4326,30.8422371458372,51.0971048220062,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,348914.422092684,5662837.8413877,28.5,348915,5662830,28.5,26,22.5,83,52,200,24.5,0.385617688298225,-0.22876463830471,-0.572277247905731
"520","516",EPSG:4326,31.2116802037651,50.9646808839728,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,374423.268445997,5647419.75859769,26,374425,5647415,26,21,14.3333333333333,85,35.3333333333333,196.333333333333,14,0.293701152006785,-0.412597705920537,-0.711152772108714
"521","517",EPSG:4326,31.1431080672334,51.1717656864933,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370189.152705543,5670565.11800105,27.5,370185,5670570,27.5,26,22.5,61,55.5,202,33,0.476308032870293,-0.0473839342594147,-0.461130231618881
"522","518",EPSG:4326,31.0630828098601,51.1263791692091,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364462.309100624,5665662.77725807,28.5,364470,5665665,28.5,26,23.5,60.5,57,203.5,31.5,0.485076785087585,-0.0298464214429259,-0.440538629889488
"523","519",EPSG:4326,31.1933010926998,51.1936006941561,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373757.44680322,5672905.6556138,27.5,373755,5672910,27.5,26,24,64,57,201,34,0.471159100532532,-0.0576817914843559,-0.4542635679245
"524","520",EPSG:4326,31.1939341459454,51.0601357328852,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373437.356081454,5658063.9960029,30,373440,5658060,30,27.25,24.25,74,45.25,198,28.25,0.379647612571716,-0.240704767405987,-0.505836807191372
"525","521",EPSG:4326,30.8655023150301,50.9310793597063,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,350008.473085087,5644330.29648487,32,350010,5644335,32,29,23,88.5,53.5,199.5,33,0.376760557293892,-0.246478870511055,-0.587851971387863
"526","522",EPSG:4326,31.097549495137,50.9128619774474,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,366260.935851969,5641858.56845144,35,366255,5641860,35,33,29.5,74,54,198,39,0.421961784362793,-0.156076416373253,-0.429852411150932
"527","523",EPSG:4326,31.1270929172962,51.2051798845078,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369164.328257329,5674308.9958546,27.5,369165,5674320,27.5,25,23,60.5,58,202,33,0.489629358053207,-0.0207412675954401,-0.448493540287018
"528","524",EPSG:4326,31.1485442750165,51.0458082031363,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,370216.773515608,5656549.86642605,30.5,370215,5656560,30.5,27,24.5,72.5,51,198,31,0.412330836057663,-0.175338320434093,-0.49531914293766
"529","525",EPSG:4326,30.9781336552127,51.2327265297677,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,358843.666645437,5677647.72986382,30.5,358845,5677650,30.5,29,26.5,93.5,59.5,200.5,41,0.388969570398331,-0.222060836851597,-0.558094322681427
"530","526",EPSG:4326,30.9825603548999,51.2132725836309,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,359093.285359658,5675476.08600602,27,359100,5675475,27,23,18,70.5,44,201,21,0.384286791086197,-0.231426388025284,-0.593207329511642
"531","527",EPSG:4326,30.9297396442699,50.9327177811617,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,354527.145446514,5644383.82680171,30.5,354525,5644380,30.5,29.5,29,76,61,201,39.5,0.445195198059082,-0.109609611332417,-0.446428567171097
"532","528",EPSG:4326,31.1321000658706,51.092727869195,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369196.509330306,5661796.09482461,36.9948751226276,369196.773490747,5661796.28710613,36.9948751226276,41.0034286402512,45.0827395711193,80.1723018446958,88.7109152166592,202,70.1906008073364,0.525211604555067,0.0504231681091003,-0.280289159786684
"533","529",EPSG:4326,30.8846606475069,50.9987972766093,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351570.630633017,5651820.90377333,25.25,351570,5651820,25.25,20.75,15.75,70.75,35.25,196,15.5,0.332493215799332,-0.335013575851917,-0.635762169957161
"534","530",EPSG:4326,30.7692292634771,51.1232230907222,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,343891.029131113,5665894.29469682,25.25,343890,5665890,25.25,22,17,69,42.25,196,19.25,0.379717253148556,-0.24056551605463,-0.604763895273209
"535","531",EPSG:4326,30.8426179839733,50.9255096840641,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,348382.430602545,5643757.80344625,28.3333333333333,348385,5643755,28.3333333333333,24,20,64,45.6666666666667,202.666666666667,25.6666666666667,0.416448265314102,-0.167103469371796,-0.523823042710622
"536","532",EPSG:4326,31.1098034289934,50.9131234219698,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,367123.047372892,5641865.5021571,34.5,367125,5641860,34.5,31,27.5,61.5,47.5,202,35,0.436198905110359,-0.127602193504572,-0.380952388048172
"537","533",EPSG:4326,30.8886328354074,51.1808786571958,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,352430.118068125,5672058.47071877,27,352440,5672055,27,23,18.5,76.5,53,202,26,0.409231871366501,-0.181536257266998,-0.610593974590302
"538","534",EPSG:4326,31.2018350771377,51.0488375126606,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373960.312632098,5656794.16013265,33,373955,5656795,33,31.6666666666667,27.6666666666667,87.3333333333333,63.6666666666667,202.333333333333,35,0.421685506900152,-0.156628986199697,-0.518721421559652
"539","535",EPSG:4326,30.9708124424122,50.987340171072,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,357580.131028028,5650377.02682225,25.5,357585,5650380,25.5,20,15,48.5,28.5,199,14,0.369932428002357,-0.260135129094124,-0.527295291423798
"540","536",EPSG:4326,31.0346981401894,51.2189176839885,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,362751.293552994,5676005.09994102,26,362755,5676005,26,21,15.3333333333333,75,33.3333333333333,195.666666666667,13.6666666666667,0.306218475103378,-0.387563039859136,-0.661704262097677
"541","537",EPSG:4326,31.1488734291169,51.0290573551829,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370193.038035657,5654686.7195651,28,370200,5654685,28,25,20.5,70.5,51,199,28.5,0.41961382329464,-0.160772360861301,-0.549450576305389
"542","538",EPSG:4326,30.8786367947593,51.1786554584128,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351724.398193601,5671831.38497529,24.25,351720,5671830,24.25,20,14,80.75,36.5,196,14.25,0.311307050287724,-0.377385891973972,-0.704462930560112
"543","539",EPSG:4326,30.7801520348378,51.0710705170127,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,344480.397364977,5660072.43030636,25,344475,5660070,25,22,15.5,83,44,196.5,20,0.346418604254723,-0.307162791490555,-0.685360819101334
"544","540",EPSG:4326,30.8867166779092,51.0188029728666,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351778.682078467,5654041.16337565,27.25,351780,5654040,27.25,23.25,17,79.5,37.25,194.25,15.75,0.318993605673313,-0.362012796103954,-0.647905483841896
"545","541",EPSG:4326,31.1175546989461,51.1563307483035,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368358.975263528,5668894.26769061,28.5,368355,5668890,28.5,26.5,23,90,60,198.5,33.5,0.399973332881927,-0.200053334236145,-0.592920362949371
"546","542",EPSG:4326,31.021908159662,50.9060798502313,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,360923.685927945,5641244.28525672,31.5,360930,5641245,31.5,27.5,28,75.5,62,197,37,0.451016202569008,-0.0979676097631454,-0.458543419837952
"547","543",EPSG:4326,31.1286603637492,51.0154861825735,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368737.40923895,5653213.52299788,27,368730,5653215,27,23,17,77,48.5,199,25,0.386557027697563,-0.226885952055454,-0.638134062290192
"548","544",EPSG:4326,31.0555423909608,50.98703789723,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363525.589361901,5650183.13438366,27.6604970769025,363525.693152885,5650182.80913589,27.6604970769025,24.6785309807411,22.8160814465869,55.4424273133534,55.8802919417695,203.725281910417,34.8118992151724,0.501759494597258,0.00351897461642556,-0.416730571501018
"549","545",EPSG:4326,30.9433259064293,51.131144535232,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,2010-2011,2010-2011,356097.755514362,5666420.08792629,27,356100,5666415,27,27,17.5,102,39.5,195,17,0.2791458517313,-0.441708296537399,-0.707072824239731
"550","546",EPSG:4326,31.1813578503641,51.2233504601288,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,373004.845132644,5676234.28324405,26.5,373005,5676240,26.5,25,18,83.5,49,198,22.5,0.369873538613319,-0.260252915322781,-0.644951462745667
"551","547",EPSG:4326,30.8704637396169,51.0174670835787,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,350634.549919805,5653925.45010828,27,350635,5653925,27,24,22.3333333333333,53.3333333333333,56,203.666666666667,35,0.512234717607498,0.0244694240391254,-0.409448067347209
"552","548",EPSG:4326,31.0635213832935,50.9795122488144,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364063.579658193,5649331.61356004,28.5,364065,5649330,28.5,25,24,50.5,61,206,40.5,0.547063559293747,0.0941271148622036,-0.355675682425499
"553","549",EPSG:4326,31.0213227088033,51.1363820117488,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,361570.265883837,5666852.77756477,31,361575,5666850,31,28.5,25,59,54,202,33,0.477991864085197,-0.0440162913873792,-0.404424265027046
"554","550",EPSG:4326,31.1393122133217,51.128357563253,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369801.695903182,5665745.09478231,29.3333333333333,369805,5665745,29.3333333333333,25.3333333333333,22.6666666666667,55,56.6666666666667,202,34.3333333333333,0.507058511177699,0.0141170149048169,-0.416343520085017
"555","551",EPSG:4326,30.9811682258728,51.1123541146932,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,358687.95448223,5664257.40937917,26.5,358680,5664255,26.5,22.5,16,75.5,37,198,17,0.329207539558411,-0.34158493578434,-0.649760752916336
"556","552",EPSG:4326,31.2080574594699,51.013163119016,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,2010-2011,2010-2011,374299.944103077,5652816.78624384,28,374305,5652815,28,22.3333333333333,17.6666666666667,54,26,195,11.3333333333333,0.324929674466451,-0.350140651067098,-0.507042249043783
"557","553",EPSG:4326,31.0133272582547,50.90980789918,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,360331.586178725,5641675.00667515,30.25,360330,5641680,30.25,29.25,26.25,81.5,57,197.5,36.25,0.41162683814764,-0.1767463311553,-0.513505294919014
"558","554",EPSG:4326,30.9787369932563,50.9334095768073,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,357971.897836204,5644365.26935591,29,357960,5644365,29,24,21.5,46,48.5,202,27,0.513269871473312,0.0265397531911731,-0.362818270921707
"559","555",EPSG:4326,31.2024637788379,51.1288435292793,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374221.622074034,5665689.27159416,36.5,374220,5665695,36.5,37.5,34.5,85.5,65,204,46,0.431804120540619,-0.13639173284173,-0.424999997019768
"560","556",EPSG:4326,30.9814235739038,51.054812470472,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,358530.370125269,5657858.81293697,24.5,358530,5657865,24.5,20,13.5,72.5,34.5,196,14,0.322478994727135,-0.355042025446892,-0.685257881879807
"561","557",EPSG:4326,30.8460285461436,51.1539207321191,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349364.849164804,5669147.40083858,24.9783450508019,349364.822574053,5669147.81628338,24.9783450508019,19.0110988201353,13.9863706687466,56.8760652477247,27.4206571746432,197,11.8006971248195,0.325741862908448,-0.348516289374239,-0.603995481519493
"562","558",EPSG:4326,31.1293237765867,51.0727185471065,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368945.569315227,5659576.13712614,32,368940,5659575,32,26,23,56.5,55,200,33,0.493283465504646,-0.013433076441288,-0.4213607609272
"563","559",EPSG:4326,31.1329967347477,51.0950093899155,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369265.730839502,5662048.19130573,36.25,369270,5662050,36.25,38.75,41.75,78.75,85.25,201.5,68,0.51986463367939,0.0397292813286185,-0.307024724781513
"564","560",EPSG:4326,30.860525414886,51.0385361995829,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,350005.584386896,5656288.28063653,27.75,350010,5656290,27.75,25.5,21.25,64.5,53.25,202.5,30,0.452172733843327,-0.0956545379012823,-0.504171915352345
"565","561",EPSG:4326,31.1643062330593,51.1595658233187,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371637.089354747,5669171.34547744,28,371640,5669175,28,25,22.5,60.5,51,203,35.5,0.457408294081688,-0.085183396935463,-0.45783132314682
"566","562",EPSG:4326,31.0868124639771,51.2220280013548,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,366399.458135288,5676254.89603294,29,366390,5676255,29,25.5,18,106,47,197.5,21,0.30720266699791,-0.385594666004181,-0.709658533334732
"567","563",EPSG:4326,31.0623153994843,51.0024152532366,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364045.876376819,5651880.43326544,29.5,364050,5651880,29.5,27.25,28,62.25,66.5,202.25,40.75,0.514326378703117,0.0286527536809444,-0.380593925714493
"568","564",EPSG:4326,30.8489465245463,50.912504004718,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,348784.986004207,5642298.76455451,29.5,348780,5642295,29.5,26,20,87.5,49,199,26.5,0.358276650309563,-0.283446714282036,-0.627670645713806
"569","565",EPSG:4326,31.1594561118285,51.1080888047935,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371154.748239383,5663455.87702596,37.6666666666667,371155,5663455,37.6666666666667,39.3333333333333,46,70.3333333333333,87,204.666666666667,76.3333333333333,0.552236676216125,0.104473307728767,-0.210314909617106
"570","566",EPSG:4326,31.1845693565229,51.0812641641576,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372839.078485586,5660429.47465549,34.25,372840,5660430,34.25,30.75,28,63,54,199.5,31.5,0.46176041662693,-0.0764791583642364,-0.384152002632618
"571","567",EPSG:4326,31.0378620041024,51.0381101644961,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362435.987333108,5655894.76552507,30,362435,5655895,30,28.6666666666667,24.6666666666667,54.6666666666667,52.6666666666667,204,32,0.490682512521744,-0.0186349873741468,-0.378164559602737
"572","568",EPSG:4326,30.7870573357909,50.9877708166572,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,344685.866747286,5650796.0169982,30.5,344685,5650800,30.5,26.5,27.5,51,64.5,204.5,47,0.557432413101196,0.114864867180586,-0.299578070640564
"573","569",EPSG:4326,30.9344621243549,50.922540290585,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,354827.269685348,5643242.91412394,30,354825,5643240,30,27.5,25.5,74.5,55.5,202,32.5,0.426846593618393,-0.146306820213795,-0.490396156907082
"574","570",EPSG:4326,31.208734838768,51.0825461010931,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374535.089322986,5660530.55715044,34,374535,5660520,34,32.5,32,78,67.5,203.5,43.5,0.463995456695557,-0.0720090717077255,-0.417989417910576
"575","571",EPSG:4326,30.952105422178,50.9727663897838,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,356222.263835094,5648792.89615837,27,356220,5648790,27,23.75,18.75,62.5,43.75,202.75,23.75,0.411070443689823,-0.177859121933579,-0.5383595302701
"576","572",EPSG:4326,31.1373685223311,51.002094783421,Matsala,"0","0","0",true,"2019","5","25",Points.csv,other,other,2010-2011,2010-2011,369310.54963574,5651709.03400846,31.6666666666667,369305,5651705,31.6666666666667,28.3333333333333,26.6666666666667,60,49.3333333333333,202.666666666667,29.6666666666667,0.451353778441747,-0.0972924306988716,-0.383443117141724
